year,date,stage,is_knockout,home_team,away_team,home_goals,away_goals,outcome,attendance
1970,1970-06-06 16:00:00,Group 3,0,Romania,Czech Republic,2.0,1.0,home_win,56818.0
1970,1970-06-06 16:00:00,Group 1,0,Russia,Belgium,4.0,1.0,home_win,95261.0
1970,1970-06-07 12:00:00,Group 2,0,Sweden,Israel,1.0,1.0,draw,9624.0
1970,1970-06-07 12:00:00,Group 4,0,Germany FR,Bulgaria,5.0,2.0,home_win,12710.0
1970,1970-06-07 12:00:00,Group 3,0,Brazil,England,1.0,0.0,home_win,66843.0
1970,1970-06-07 12:00:00,Group 1,0,Mexico,El Salvador,4.0,0.0,home_win,103058.0
1970,1970-06-10 16:00:00,Group 2,0,Sweden,Uruguay,1.0,0.0,home_win,18163.0
1970,1970-06-10 16:00:00,Group 4,0,Germany FR,Peru,3.0,1.0,home_win,17875.0
1970,1970-06-10 16:00:00,Group 3,0,Brazil,Romania,3.0,2.0,home_win,50804.0
1970,1970-06-10 16:00:00,Group 1,0,Russia,El Salvador,2.0,0.0,home_win,89979.0
1970,1970-06-11 16:00:00,Group 2,0,Italy,Israel,0.0,0.0,draw,9890.0
1970,1970-06-11 16:00:00,Group 4,0,Bulgaria,Morocco,1.0,1.0,draw,12299.0
1970,1970-06-11 16:00:00,Group 3,0,England,Czech Republic,1.0,0.0,home_win,49292.0
1970,1970-06-11 16:00:00,Group 1,0,Mexico,Belgium,1.0,0.0,home_win,108192.0
1970,1970-06-14 12:00:00,Quarter-finals,1,Italy,Mexico,4.0,1.0,home_win,26851.0
1970,1970-06-14 12:00:00,Quarter-finals,1,Germany FR,England,3.0,2.0,home_win,23357.0
1970,1970-06-14 12:00:00,Quarter-finals,1,Brazil,Peru,4.0,2.0,home_win,54233.0
1970,1970-06-14 12:00:00,Quarter-finals,1,Uruguay,Russia,1.0,0.0,home_win,26085.0
1970,1970-06-17 16:00:00,Semi-finals,1,Brazil,Uruguay,3.0,1.0,home_win,51261.0
1970,,Semi-finals,1,Italy,Germany FR,4.0,3.0,home_win,102444.0
1970,1970-06-20 16:00:00,Match for third place,1,Germany FR,Uruguay,1.0,0.0,home_win,104403.0
1970,1970-06-21 12:00:00,Final,1,Brazil,Italy,4.0,1.0,home_win,107412.0
1974,1974-06-13 17:00:00,Group 2,0,Brazil,Serbia,0.0,0.0,draw,62000.0
1974,1974-06-14 16:00:00,Group 1,0,Germany FR,Chile,1.0,0.0,home_win,81100.0
1974,1974-06-14 19:30:00,Group 1,0,German DR,Australia,2.0,0.0,home_win,17000.0
1974,1974-06-14 19:30:00,Group 2,0,Zaire,Scotland,0.0,2.0,away_win,27000.0
1974,1974-06-15 16:00:00,Group 3,0,Uruguay,Netherlands,0.0,2.0,away_win,55100.0
1974,1974-06-15 16:00:00,Group 3,0,Sweden,Bulgaria,0.0,0.0,draw,23800.0
1974,1974-06-15 18:00:00,Group 4,0,Italy,Haiti,3.0,1.0,home_win,53000.0
1974,1974-06-15 18:00:00,Group 4,0,Poland,Argentina,3.0,2.0,home_win,32700.0
1974,1974-06-18 16:00:00,Group 1,0,Australia,Germany FR,0.0,3.0,away_win,53300.0
1974,1974-06-18 19:30:00,Group 2,0,Scotland,Brazil,0.0,0.0,draw,62000.0
1974,1974-06-18 19:30:00,Group 1,0,Chile,German DR,1.0,1.0,draw,28300.0
1974,1974-06-18 19:30:00,Group 2,0,Serbia,Zaire,9.0,0.0,home_win,31700.0
1974,1974-06-19 19:30:00,Group 3,0,Netherlands,Sweden,0.0,0.0,draw,53700.0
1974,1974-06-19 19:30:00,Group 3,0,Bulgaria,Uruguay,1.0,1.0,draw,13400.0
1974,1974-06-19 19:30:00,Group 4,0,Haiti,Poland,0.0,7.0,away_win,25300.0
1974,1974-06-19 19:30:00,Group 4,0,Argentina,Italy,1.0,1.0,draw,70100.0
1974,1974-06-22 16:00:00,Group 2,0,Scotland,Serbia,1.0,1.0,draw,56000.0
1974,1974-06-22 16:00:00,Group 1,0,Australia,Chile,0.0,0.0,draw,17400.0
1974,1974-06-22 16:00:00,Group 2,0,Zaire,Brazil,0.0,3.0,away_win,36200.0
1974,,Group 1,0,German DR,Germany FR,1.0,0.0,home_win,60200.0
1974,1974-06-23 16:00:00,Group 3,0,Bulgaria,Netherlands,1.0,4.0,away_win,53300.0
1974,1974-06-23 16:00:00,Group 4,0,Argentina,Haiti,4.0,1.0,home_win,25900.0
1974,1974-06-23 16:00:00,Group 3,0,Sweden,Uruguay,3.0,0.0,home_win,28300.0
1974,1974-06-23 16:00:00,Group 4,0,Poland,Italy,2.0,1.0,home_win,70100.0
1974,1974-06-26 16:00:00,Group B,0,Serbia,Germany FR,0.0,2.0,away_win,67385.0
1974,1974-06-26 19:30:00,Group A,0,Brazil,German DR,1.0,0.0,home_win,59863.0
1974,1974-06-26 19:30:00,Group A,0,Netherlands,Argentina,4.0,0.0,home_win,56548.0
1974,1974-06-26 19:30:00,Group B,0,Sweden,Poland,0.0,1.0,away_win,44955.0
1974,1974-06-30 16:00:00,Group A,0,Argentina,Brazil,1.0,2.0,away_win,39400.0
1974,1974-06-30 16:00:00,Group B,0,Poland,Serbia,2.0,1.0,home_win,58000.0
1974,1974-06-30 16:00:00,Group A,0,German DR,Netherlands,0.0,2.0,away_win,68348.0
1974,1974-06-30 19:30:00,Group B,0,Germany FR,Sweden,4.0,2.0,home_win,67800.0
1974,1974-07-03 17:00:00,Group B,0,Poland,Germany FR,0.0,1.0,away_win,62000.0
1974,1974-07-03 19:30:00,Group A,0,Netherlands,Brazil,2.0,0.0,home_win,53700.0
1974,1974-07-03 19:30:00,Group A,0,Argentina,German DR,1.0,1.0,draw,54254.0
1974,1974-07-03 19:30:00,Group B,0,Sweden,Serbia,2.0,1.0,home_win,41300.0
1974,1974-07-06 16:00:00,Match for third place,1,Brazil,Poland,0.0,1.0,away_win,77100.0
1974,,Final,1,Netherlands,Germany FR,1.0,2.0,away_win,78200.0
1978,1978-06-01 15:00:00,Group 2,0,Germany FR,Poland,0.0,0.0,draw,67579.0
1978,1978-06-02 13:45:00,Group 1,0,Italy,France,2.0,1.0,home_win,42373.0
1978,1978-06-02 16:45:00,Group 2,0,Tunisia,Mexico,3.0,1.0,home_win,17396.0
1978,1978-06-02 19:15:00,Group 1,0,Argentina,Hungary,2.0,1.0,home_win,71615.0
1978,1978-06-03 13:45:00,Group 3,0,Sweden,Brazil,1.0,1.0,draw,32569.0
1978,1978-06-03 13:45:00,Group 3,0,Austria,Spain,2.0,1.0,home_win,40841.0
1978,1978-06-03 16:45:00,Group 4,0,Peru,Scotland,3.0,1.0,home_win,37927.0
1978,1978-06-03 16:45:00,Group 4,0,Netherlands,Iran,3.0,0.0,home_win,33431.0
1978,1978-06-06 13:45:00,Group 1,0,Italy,Hungary,3.0,1.0,home_win,26533.0
1978,1978-06-06 16:45:00,Group 2,0,Poland,Tunisia,1.0,0.0,home_win,9624.0
1978,1978-06-06 16:45:00,Group 2,0,Germany FR,Mexico,6.0,0.0,home_win,35258.0
1978,1978-06-06 19:15:00,Group 1,0,Argentina,France,2.0,1.0,home_win,71666.0
1978,1978-06-07 13:45:00,Group 3,0,Brazil,Spain,0.0,0.0,draw,34771.0
1978,1978-06-07 13:45:00,Group 3,0,Austria,Sweden,1.0,0.0,home_win,41424.0
1978,1978-06-07 16:45:00,Group 4,0,Scotland,Iran,1.0,1.0,draw,7938.0
1978,1978-06-07 16:45:00,Group 4,0,Netherlands,Peru,0.0,0.0,draw,28125.0
1978,1978-06-10 15:10:00,Group 1,0,France,Hungary,3.0,1.0,home_win,23127.0
1978,1978-06-10 16:45:00,Group 2,0,Poland,Mexico,3.0,1.0,home_win,22651.0
1978,1978-06-10 16:45:00,Group 2,0,Germany FR,Tunisia,0.0,0.0,draw,30667.0
1978,1978-06-10 19:15:00,Group 1,0,Italy,Argentina,1.0,0.0,home_win,71712.0
1978,1978-06-11 13:45:00,Group 3,0,Brazil,Austria,1.0,0.0,home_win,35221.0
1978,1978-06-11 13:45:00,Group 3,0,Spain,Sweden,1.0,0.0,home_win,42132.0
1978,1978-06-11 16:45:00,Group 4,0,Peru,Iran,4.0,1.0,home_win,21262.0
1978,1978-06-11 16:45:00,Group 4,0,Scotland,Netherlands,3.0,2.0,home_win,35130.0
1978,1978-06-14 13:45:00,Group A,0,Germany FR,Italy,0.0,0.0,draw,67547.0
1978,1978-06-14 13:45:00,Group A,0,Netherlands,Austria,5.0,1.0,home_win,25050.0
1978,1978-06-14 16:45:00,Group B,0,Brazil,Peru,3.0,0.0,home_win,31278.0
1978,1978-06-14 19:15:00,Group B,0,Argentina,Poland,2.0,0.0,home_win,37091.0
1978,1978-06-18 13:45:00,Group B,0,Poland,Peru,1.0,0.0,home_win,35288.0
1978,1978-06-18 16:45:00,Group A,0,Italy,Austria,1.0,0.0,home_win,66695.0
1978,1978-06-18 16:45:00,Group A,0,Germany FR,Netherlands,2.0,2.0,draw,40750.0
1978,1978-06-18 19:15:00,Group B,0,Argentina,Brazil,0.0,0.0,draw,37326.0
1978,1978-06-21 13:45:00,Group A,0,Netherlands,Italy,2.0,1.0,home_win,67433.0
1978,1978-06-21 13:45:00,Group A,0,Austria,Germany FR,3.0,2.0,home_win,38318.0
1978,1978-06-21 16:45:00,Group B,0,Brazil,Poland,3.0,1.0,home_win,39586.0
1978,1978-06-21 19:15:00,Group B,0,Argentina,Peru,6.0,0.0,home_win,37315.0
1978,1978-06-24 15:00:00,Match for third place,1,Brazil,Italy,2.0,1.0,home_win,69659.0
1978,1978-06-25 15:00:00,Final,1,Argentina,Netherlands,3.0,1.0,home_win,71483.0
1982,1982-06-13 20:00:00,Group 3,0,Argentina,Belgium,0.0,1.0,away_win,95000.0
1982,1982-06-14 17:15:00,Group 1,0,Italy,Poland,0.0,0.0,draw,33000.0
1982,1982-06-14 21:00:00,Group 6,0,Brazil,Russia,2.0,1.0,home_win,68000.0
1982,1982-06-15 17:15:00,Group 1,0,Peru,Cameroon,0.0,0.0,draw,11000.0
1982,1982-06-15 21:00:00,Group 3,0,Hungary,El Salvador,10.0,1.0,home_win,23000.0
1982,1982-06-15 21:00:00,Group 6,0,Scotland,New Zealand,5.0,2.0,home_win,36000.0
1982,1982-06-16 17:15:00,Group 2,0,Germany FR,Algeria,1.0,2.0,away_win,42000.0
1982,1982-06-16 17:15:00,Group 4,0,England,France,3.0,1.0,home_win,44172.0
1982,1982-06-16 21:00:00,Group 5,0,Spain,Honduras,1.0,1.0,draw,49562.0
1982,1982-06-17 17:15:00,Group 2,0,Chile,Austria,0.0,1.0,away_win,22500.0
1982,1982-06-17 17:45:00,Group 4,0,Czech Republic,Kuwait,1.0,1.0,draw,25000.0
1982,1982-06-17 21:00:00,Group 5,0,Serbia,Northern Ireland,0.0,0.0,draw,25000.0
1982,1982-06-18 17:15:00,Group 1,0,Italy,Peru,1.0,1.0,draw,25000.0
1982,1982-06-18 21:00:00,Group 3,0,Argentina,Hungary,4.0,1.0,home_win,32093.0
1982,1982-06-18 21:00:00,Group 6,0,Brazil,Scotland,4.0,1.0,home_win,47379.0
1982,1982-06-19 19:15:00,Group 1,0,Poland,Cameroon,0.0,0.0,draw,19000.0
1982,1982-06-19 21:00:00,Group 3,0,Belgium,El Salvador,1.0,0.0,home_win,15000.0
1982,1982-06-19 21:00:00,Group 6,0,Russia,New Zealand,3.0,0.0,home_win,19000.0
1982,1982-06-20 17:15:00,Group 2,0,Germany FR,Chile,4.0,1.0,home_win,42000.0
1982,1982-06-20 17:15:00,Group 4,0,England,Czech Republic,2.0,0.0,home_win,41123.0
1982,1982-06-20 21:00:00,Group 5,0,Spain,Serbia,2.0,1.0,home_win,48000.0
1982,1982-06-21 17:15:00,Group 2,0,Algeria,Austria,0.0,2.0,away_win,22000.0
1982,1982-06-21 17:15:00,Group 4,0,France,Kuwait,4.0,1.0,home_win,30043.0
1982,1982-06-21 21:00:00,Group 5,0,Honduras,Northern Ireland,1.0,1.0,draw,15000.0
1982,1982-06-22 17:15:00,Group 1,0,Poland,Peru,5.0,1.0,home_win,25000.0
1982,1982-06-22 21:00:00,Group 3,0,Belgium,Hungary,1.0,1.0,draw,37000.0
1982,1982-06-22 21:00:00,Group 6,0,Russia,Scotland,2.0,2.0,draw,45000.0
1982,1982-06-23 17:15:00,Group 1,0,Italy,Cameroon,1.0,1.0,draw,20000.0
1982,1982-06-23 21:00:00,Group 3,0,Argentina,El Salvador,2.0,0.0,home_win,32500.0
1982,1982-06-23 21:00:00,Group 6,0,Brazil,New Zealand,4.0,0.0,home_win,43000.0
1982,1982-06-24 17:15:00,Group 2,0,Algeria,Chile,3.0,2.0,home_win,16000.0
1982,1982-06-24 17:15:00,Group 4,0,France,Czech Republic,1.0,1.0,draw,28000.0
1982,1982-06-24 21:00:00,Group 5,0,Honduras,Serbia,0.0,1.0,away_win,25000.0
1982,1982-06-25 17:15:00,Group 2,0,Germany FR,Austria,1.0,0.0,home_win,41000.0
1982,1982-06-25 17:15:00,Group 4,0,England,Kuwait,1.0,0.0,home_win,39700.0
1982,1982-06-25 21:00:00,Group 5,0,Northern Ireland,Spain,1.0,0.0,home_win,49562.0
1982,1982-06-28 17:15:00,Group 4,0,Austria,France,0.0,1.0,away_win,37000.0
1982,1982-06-28 21:00:00,Group 1,0,Poland,Belgium,3.0,0.0,home_win,65000.0
1982,1982-06-29 17:15:00,Group 3,0,Italy,Argentina,2.0,1.0,home_win,43000.0
1982,1982-06-29 21:00:00,Group 2,0,Germany FR,England,0.0,0.0,draw,75000.0
1982,1982-07-01 17:15:00,Group 4,0,Austria,Northern Ireland,2.0,2.0,draw,20000.0
1982,1982-07-01 21:00:00,Group 1,0,Belgium,Russia,0.0,1.0,away_win,45000.0
1982,1982-07-02 17:15:00,Group 3,0,Argentina,Brazil,1.0,3.0,away_win,44000.0
1982,1982-07-02 21:00:00,Group 2,0,Germany FR,Spain,2.0,1.0,home_win,90089.0
1982,1982-07-04 17:15:00,Group 4,0,France,Northern Ireland,4.0,1.0,home_win,37000.0
1982,1982-07-04 21:00:00,Group 1,0,Poland,Russia,0.0,0.0,draw,65000.0
1982,1982-07-05 17:15:00,Group 3,0,Italy,Brazil,3.0,2.0,home_win,44000.0
1982,1982-07-05 21:00:00,Group 2,0,Spain,England,0.0,0.0,draw,75000.0
1982,1982-07-08 17:15:00,Semi-finals,1,Poland,Italy,0.0,2.0,away_win,50000.0
1982,1982-07-08 21:00:00,Semi-finals,1,Germany FR,France,3.0,3.0,draw,70000.0
1982,1982-07-10 20:00:00,Match for third place,1,Poland,France,3.0,2.0,home_win,28000.0
1982,1982-07-11 20:00:00,Final,1,Italy,Germany FR,3.0,1.0,home_win,90000.0
1986,1986-05-31 12:00:00,Group A,0,Bulgaria,Italy,1.0,1.0,draw,96000.0
1986,1986-06-01 16:00:00,Group C,0,Canada,France,0.0,1.0,away_win,65500.0
1986,1986-06-01 12:00:00,Group D,0,Spain,Brazil,0.0,1.0,away_win,35748.0
1986,1986-06-02 12:00:00,Group C,0,Russia,Hungary,6.0,0.0,home_win,16500.0
1986,1986-06-02 12:00:00,Group A,0,Argentina,South Korea,3.0,1.0,home_win,60000.0
1986,1986-06-02 16:00:00,Group F,0,Morocco,Poland,0.0,0.0,draw,19900.0
1986,1986-06-03 12:00:00,Group D,0,Algeria,Northern Ireland,1.0,1.0,draw,22000.0
1986,1986-06-03 12:00:00,Group B,0,Belgium,Mexico,1.0,2.0,away_win,110000.0
1986,1986-06-03 16:00:00,Group F,0,Portugal,England,1.0,0.0,home_win,23000.0
1986,1986-06-04 12:00:00,Group B,0,Paraguay,Iraq,1.0,0.0,home_win,24000.0
1986,1986-06-04 16:00:00,Group E,0,Scotland,Denmark,0.0,1.0,away_win,18000.0
1986,1986-06-04 12:00:00,Group E,0,Uruguay,Germany FR,1.0,1.0,draw,30500.0
1986,1986-06-05 12:00:00,Group A,0,Italy,Argentina,1.0,1.0,draw,32000.0
1986,1986-06-05 12:00:00,Group C,0,France,Russia,1.0,1.0,draw,36540.0
1986,1986-06-05 16:00:00,Group A,0,South Korea,Bulgaria,1.0,1.0,draw,45000.0
1986,1986-06-06 12:00:00,Group C,0,Hungary,Canada,2.0,0.0,home_win,13800.0
1986,1986-06-06 12:00:00,Group D,0,Brazil,Algeria,1.0,0.0,home_win,48000.0
1986,1986-06-06 16:00:00,Group F,0,England,Morocco,0.0,0.0,draw,20200.0
1986,1986-06-07 12:00:00,Group D,0,Northern Ireland,Spain,1.0,2.0,away_win,28000.0
1986,1986-06-07 12:00:00,Group B,0,Mexico,Paraguay,1.0,1.0,draw,114600.0
1986,1986-06-07 16:00:00,Group F,0,Poland,Portugal,1.0,0.0,home_win,19915.0
1986,1986-06-08 12:00:00,Group B,0,Iraq,Belgium,1.0,2.0,away_win,20000.0
1986,1986-06-08 16:00:00,Group E,0,Denmark,Uruguay,6.0,1.0,home_win,26500.0
1986,1986-06-08 12:00:00,Group E,0,Germany FR,Scotland,2.0,1.0,home_win,30000.0
1986,1986-06-09 12:00:00,Group C,0,Hungary,France,0.0,3.0,away_win,31420.0
1986,1986-06-09 12:00:00,Group C,0,Russia,Canada,2.0,0.0,home_win,14200.0
1986,1986-06-10 12:00:00,Group A,0,South Korea,Italy,2.0,3.0,away_win,20000.0
1986,1986-06-10 12:00:00,Group A,0,Argentina,Bulgaria,2.0,0.0,home_win,65000.0
1986,1986-06-11 12:00:00,Group B,0,Paraguay,Belgium,2.0,2.0,draw,16000.0
1986,1986-06-11 12:00:00,Group B,0,Iraq,Mexico,0.0,1.0,away_win,103763.0
1986,1986-06-11 16:00:00,Group F,0,Portugal,Morocco,1.0,3.0,away_win,28000.0
1986,1986-06-11 16:00:00,Group F,0,England,Poland,3.0,0.0,home_win,22700.0
1986,1986-06-12 12:00:00,Group D,0,Northern Ireland,Brazil,0.0,3.0,away_win,51000.0
1986,1986-06-12 12:00:00,Group D,0,Algeria,Spain,0.0,3.0,away_win,23980.0
1986,1986-06-13 12:00:00,Group E,0,Scotland,Uruguay,0.0,0.0,draw,20000.0
1986,1986-06-13 12:00:00,Group E,0,Denmark,Germany FR,2.0,0.0,home_win,36000.0
1986,1986-06-15 16:00:00,Round of 16,1,Russia,Belgium,3.0,4.0,away_win,32277.0
1986,1986-06-15 12:00:00,Round of 16,1,Mexico,Bulgaria,2.0,0.0,home_win,114580.0
1986,1986-06-16 16:00:00,Round of 16,1,Argentina,Uruguay,1.0,0.0,home_win,26000.0
1986,1986-06-16 12:00:00,Round of 16,1,Brazil,Poland,4.0,0.0,home_win,45000.0
1986,1986-06-17 12:00:00,Round of 16,1,Italy,France,0.0,2.0,away_win,70000.0
1986,1986-06-17 16:00:00,Round of 16,1,Morocco,Germany FR,0.0,1.0,away_win,19800.0
1986,1986-06-18 12:00:00,Round of 16,1,England,Paraguay,3.0,0.0,home_win,98728.0
1986,1986-06-18 16:00:00,Round of 16,1,Denmark,Spain,1.0,5.0,away_win,38500.0
1986,1986-06-21 12:00:00,Quarter-finals,1,Brazil,France,1.0,1.0,draw,65000.0
1986,1986-06-21 16:00:00,Quarter-finals,1,Germany FR,Mexico,0.0,0.0,draw,41700.0
1986,1986-06-22 16:00:00,Quarter-finals,1,Spain,Belgium,1.0,1.0,draw,45000.0
1986,1986-06-22 12:00:00,Quarter-finals,1,Argentina,England,2.0,1.0,home_win,114580.0
1986,1986-06-25 12:00:00,Semi-finals,1,France,Germany FR,0.0,2.0,away_win,45000.0
1986,1986-06-25 16:00:00,Semi-finals,1,Argentina,Belgium,2.0,0.0,home_win,114500.0
1986,1986-06-28 12:00:00,Match for third place,1,France,Belgium,4.0,2.0,home_win,21000.0
1986,1986-06-29 12:00:00,Final,1,Argentina,Germany FR,3.0,2.0,home_win,114600.0
1990,1990-06-08 18:00:00,Group B,0,Argentina,Cameroon,0.0,1.0,away_win,73780.0
1990,1990-06-09 17:00:00,Group B,0,Russia,Romania,0.0,2.0,away_win,42907.0
1990,1990-06-09 17:00:00,Group D,0,"rn"">United Arab Emirates",Colombia,0.0,2.0,away_win,30791.0
1990,1990-06-09 21:00:00,Group A,0,Italy,Austria,1.0,0.0,home_win,73303.0
1990,1990-06-10 17:00:00,Group A,0,USA,Czech Republic,1.0,5.0,away_win,33266.0
1990,1990-06-10 21:00:00,Group C,0,Brazil,Sweden,2.0,1.0,home_win,62628.0
1990,1990-06-10 21:00:00,Group D,0,Germany FR,Serbia,4.0,1.0,home_win,74765.0
1990,1990-06-11 17:00:00,Group C,0,Costa Rica,Scotland,1.0,0.0,home_win,30867.0
1990,1990-06-11 21:00:00,Group F,0,England,"rn"">Republic of Ireland",1.0,1.0,draw,35238.0
1990,1990-06-12 17:00:00,Group E,0,Belgium,South Korea,2.0,0.0,home_win,32790.0
1990,1990-06-12 21:00:00,Group F,0,Netherlands,Egypt,1.0,1.0,draw,33288.0
1990,1990-06-13 17:00:00,Group E,0,Uruguay,Spain,0.0,0.0,draw,35713.0
1990,1990-06-13 21:00:00,Group B,0,Argentina,Russia,2.0,0.0,home_win,55759.0
1990,1990-06-14 17:00:00,Group B,0,Cameroon,Romania,2.0,1.0,home_win,38687.0
