year,date,stage,is_knockout,home_team,away_team,home_goals,away_goals,outcome,attendance
2002,2002-06-25 20:30:00,Semi-finals,1,Germany,South Korea,1.0,0.0,home_win,65256.0
2002,2002-06-26 20:30:00,Semi-finals,1,Brazil,Turkey,1.0,0.0,home_win,61058.0
2002,2002-06-29 20:00:00,Third place,1,South Korea,Turkey,2.0,3.0,away_win,63483.0
2002,2002-06-30 20:00:00,Final,1,Germany,Brazil,0.0,2.0,away_win,69029.0
2006,2006-06-09 18:00:00,Group A,0,Germany,Costa Rica,4.0,2.0,home_win,66000.0
2006,2006-06-09 21:00:00,Group A,0,Poland,Ecuador,0.0,2.0,away_win,52000.0
2006,2006-06-10 15:00:00,Group B,0,England,Paraguay,1.0,0.0,home_win,48000.0
2006,2006-06-10 18:00:00,Group B,0,"rn"">Trinidad and Tobago",Sweden,0.0,0.0,draw,62959.0
2006,2006-06-10 21:00:00,Group C,0,Argentina,C�te d'Ivoire,2.0,1.0,home_win,49480.0
2006,2006-06-11 15:00:00,Group C,0,"rn"">Serbia and Montenegro",Netherlands,0.0,1.0,away_win,43000.0
2006,2006-06-11 18:00:00,Group D,0,Mexico,Iran,3.0,1.0,home_win,41000.0
2006,2006-06-11 21:00:00,Group D,0,Angola,Portugal,0.0,1.0,away_win,45000.0
2006,2006-06-12 15:00:00,Group F,0,Australia,Japan,3.0,1.0,home_win,46000.0
2006,2006-06-12 18:00:00,Group E,0,USA,Czech Republic,0.0,3.0,away_win,52000.0
2006,2006-06-12 21:00:00,Group E,0,Italy,Ghana,2.0,0.0,home_win,43000.0
2006,2006-06-13 15:00:00,Group G,0,South Korea,Togo,2.0,1.0,home_win,48000.0
2006,2006-06-13 18:00:00,Group G,0,France,Switzerland,0.0,0.0,draw,52000.0
2006,2006-06-13 21:00:00,Group F,0,Brazil,Croatia,1.0,0.0,home_win,72000.0
2006,2006-06-14 15:00:00,Group H,0,Spain,Ukraine,4.0,0.0,home_win,43000.0
2006,2006-06-14 18:00:00,Group H,0,Tunisia,Saudi Arabia,2.0,2.0,draw,66000.0
2006,2006-06-14 21:00:00,Group A,0,Germany,Poland,1.0,0.0,home_win,65000.0
2006,2006-06-15 15:00:00,Group A,0,Ecuador,Costa Rica,3.0,0.0,home_win,50000.0
2006,2006-06-15 18:00:00,Group B,0,England,"rn"">Trinidad and Tobago",2.0,0.0,home_win,41000.0
2006,2006-06-15 21:00:00,Group B,0,Sweden,Paraguay,1.0,0.0,home_win,72000.0
2006,2006-06-16 15:00:00,Group C,0,Argentina,"rn"">Serbia and Montenegro",6.0,0.0,home_win,52000.0
2006,2006-06-16 18:00:00,Group C,0,Netherlands,C�te d'Ivoire,2.0,1.0,home_win,52000.0
2006,2006-06-16 21:00:00,Group D,0,Mexico,Angola,0.0,0.0,draw,43000.0
2006,2006-06-17 15:00:00,Group D,0,Portugal,Iran,2.0,0.0,home_win,48000.0
2006,2006-06-17 18:00:00,Group E,0,Czech Republic,Ghana,0.0,2.0,away_win,45000.0
2006,2006-06-17 21:00:00,Group E,0,Italy,USA,1.0,1.0,draw,46000.0
2006,2006-06-18 15:00:00,Group F,0,Japan,Croatia,0.0,0.0,draw,41000.0
2006,2006-06-18 18:00:00,Group F,0,Brazil,Australia,2.0,0.0,home_win,66000.0
2006,2006-06-18 21:00:00,Group G,0,France,South Korea,1.0,1.0,draw,43000.0
2006,2006-06-19 15:00:00,Group G,0,Togo,Switzerland,0.0,2.0,away_win,65000.0
2006,2006-06-19 18:00:00,Group H,0,Saudi Arabia,Ukraine,0.0,4.0,away_win,50000.0
2006,2006-06-19 21:00:00,Group H,0,Spain,Tunisia,3.0,1.0,home_win,52000.0
2006,2006-06-20 16:00:00,Group A,0,Ecuador,Germany,0.0,3.0,away_win,72000.0
2006,2006-06-20 16:00:00,Group A,0,Costa Rica,Poland,1.0,2.0,away_win,43000.0
2006,2006-06-20 21:00:00,Group B,0,Sweden,England,2.0,2.0,draw,45000.0
2006,2006-06-20 21:00:00,Group B,0,Paraguay,"rn"">Trinidad and Tobago",2.0,0.0,home_win,46000.0
2006,2006-06-21 16:00:00,Group D,0,Iran,Angola,1.0,1.0,draw,38000.0
2006,2006-06-21 16:00:00,Group D,0,Portugal,Mexico,2.0,1.0,home_win,52000.0
2006,2006-06-21 21:00:00,Group C,0,Netherlands,Argentina,0.0,0.0,draw,48000.0
2006,2006-06-21 21:00:00,Group C,0,C�te d'Ivoire,"rn"">Serbia and Montenegro",3.0,2.0,home_win,66000.0
2006,2006-06-22 16:00:00,Group E,0,Czech Republic,Italy,0.0,2.0,away_win,50000.0
2006,2006-06-22 16:00:00,Group E,0,Ghana,USA,2.0,1.0,home_win,41000.0
2006,2006-06-22 21:00:00,Group F,0,Japan,Brazil,1.0,4.0,away_win,65000.0
2006,2006-06-22 21:00:00,Group F,0,Croatia,Australia,2.0,2.0,draw,52000.0
2006,2006-06-23 16:00:00,Group H,0,Ukraine,Tunisia,1.0,0.0,home_win,72000.0
2006,2006-06-23 16:00:00,Group H,0,Saudi Arabia,Spain,0.0,1.0,away_win,46000.0
2006,2006-06-23 21:00:00,Group G,0,Togo,France,0.0,2.0,away_win,45000.0
2006,2006-06-23 21:00:00,Group G,0,Switzerland,South Korea,2.0,0.0,home_win,43000.0
2006,2006-06-24 17:00:00,Round of 16,1,Germany,Sweden,2.0,0.0,home_win,66000.0
2006,2006-06-24 21:00:00,Round of 16,1,Argentina,Mexico,2.0,1.0,home_win,43000.0
2006,2006-06-25 17:00:00,Round of 16,1,England,Ecuador,1.0,0.0,home_win,52000.0
2006,2006-06-25 21:00:00,Round of 16,1,Portugal,Netherlands,1.0,0.0,home_win,41000.0
2006,2006-06-26 17:00:00,Round of 16,1,Italy,Australia,1.0,0.0,home_win,46000.0
2006,2006-06-26 21:00:00,Round of 16,1,Switzerland,Ukraine,0.0,0.0,draw,45000.0
2006,2006-06-27 17:00:00,Round of 16,1,Brazil,Ghana,3.0,0.0,home_win,65000.0
2006,2006-06-27 21:00:00,Round of 16,1,Spain,France,1.0,3.0,away_win,43000.0
2006,2006-06-30 17:00:00,Quarter-finals,1,Germany,Argentina,1.0,1.0,draw,72000.0
2006,2006-06-30 21:00:00,Quarter-finals,1,Italy,Ukraine,3.0,0.0,home_win,50000.0
2006,2006-07-01 17:00:00,Quarter-finals,1,England,Portugal,0.0,0.0,draw,52000.0
2006,2006-07-01 21:00:00,Quarter-finals,1,Brazil,France,0.0,1.0,away_win,48000.0
2006,2006-07-04 21:00:00,Semi-finals,1,Germany,Italy,0.0,2.0,away_win,65000.0
2006,2006-07-05 21:00:00,Semi-finals,1,Portugal,France,0.0,1.0,away_win,66000.0
2006,2006-07-08 21:00:00,Third place,1,Germany,Portugal,3.0,1.0,home_win,52000.0
2006,2006-07-09 20:00:00,Final,1,Italy,France,1.0,1.0,draw,69000.0
2010,2010-06-11 16:00:00,Group A,0,South Africa,Mexico,1.0,1.0,draw,84490.0
2010,2010-06-11 20:30:00,Group A,0,Uruguay,France,0.0,0.0,draw,64100.0
2010,2010-06-12 13:30:00,Group B,0,South Korea,Greece,2.0,0.0,home_win,31513.0
2010,2010-06-12 16:00:00,Group B,0,Argentina,Nigeria,1.0,0.0,home_win,55686.0
2010,2010-06-12 20:30:00,Group C,0,England,USA,1.0,1.0,draw,38646.0
2010,2010-06-13 13:30:00,Group C,0,Algeria,Slovenia,0.0,1.0,away_win,30325.0
2010,2010-06-13 16:00:00,Group D,0,Serbia,Ghana,0.0,1.0,away_win,38833.0
2010,2010-06-13 20:30:00,Group D,0,Germany,Australia,4.0,0.0,home_win,62660.0
2010,2010-06-14 13:30:00,Group E,0,Netherlands,Denmark,2.0,0.0,home_win,83465.0
2010,2010-06-14 16:00:00,Group E,0,Japan,Cameroon,1.0,0.0,home_win,30620.0
2010,2010-06-14 20:30:00,Group F,0,Italy,Paraguay,1.0,1.0,draw,62869.0
2010,2010-06-15 13:30:00,Group F,0,New Zealand,Slovakia,1.0,1.0,draw,23871.0
2010,2010-06-15 16:00:00,Group G,0,C�te d'Ivoire,Portugal,0.0,0.0,draw,37034.0
2010,2010-06-15 20:30:00,Group G,0,Brazil,North Korea,2.0,1.0,home_win,54331.0
2010,2010-06-16 13:30:00,Group H,0,Honduras,Chile,0.0,1.0,away_win,32664.0
2010,2010-06-16 16:00:00,Group H,0,Spain,Switzerland,0.0,1.0,away_win,62453.0
2010,2010-06-16 20:30:00,Group A,0,South Africa,Uruguay,0.0,3.0,away_win,42658.0
2010,2010-06-17 13:30:00,Group B,0,Argentina,South Korea,4.0,1.0,home_win,82174.0
2010,2010-06-17 16:00:00,Group B,0,Greece,Nigeria,2.0,1.0,home_win,31593.0
2010,2010-06-17 20:30:00,Group A,0,France,Mexico,0.0,2.0,away_win,35370.0
2010,2010-06-18 13:30:00,Group D,0,Germany,Serbia,0.0,1.0,away_win,38294.0
2010,2010-06-18 16:00:00,Group C,0,Slovenia,USA,2.0,2.0,draw,45573.0
2010,2010-06-18 20:30:00,Group C,0,England,Algeria,0.0,0.0,draw,64100.0
2010,2010-06-19 13:30:00,Group E,0,Netherlands,Japan,1.0,0.0,home_win,62010.0
2010,2010-06-19 16:00:00,Group D,0,Ghana,Australia,1.0,1.0,draw,34812.0
2010,2010-06-19 20:30:00,Group E,0,Cameroon,Denmark,1.0,2.0,away_win,38074.0
2010,2010-06-20 13:30:00,Group F,0,Slovakia,Paraguay,0.0,2.0,away_win,26643.0
2010,2010-06-20 16:00:00,Group F,0,Italy,New Zealand,1.0,1.0,draw,38229.0
2010,2010-06-20 20:30:00,Group G,0,Brazil,C�te d'Ivoire,3.0,1.0,home_win,84455.0
2010,2010-06-21 13:30:00,Group G,0,Portugal,North Korea,7.0,0.0,home_win,63644.0
2010,2010-06-21 16:00:00,Group H,0,Chile,Switzerland,1.0,0.0,home_win,34872.0
2010,2010-06-21 20:30:00,Group H,0,Spain,Honduras,2.0,0.0,home_win,54386.0
2010,2010-06-22 16:00:00,Group A,0,Mexico,Uruguay,0.0,1.0,away_win,33425.0
2010,2010-06-22 16:00:00,Group A,0,France,South Africa,1.0,2.0,away_win,39415.0
2010,2010-06-22 20:30:00,Group B,0,Nigeria,South Korea,2.0,2.0,draw,61874.0
2010,2010-06-22 20:30:00,Group B,0,Greece,Argentina,0.0,2.0,away_win,38891.0
2010,2010-06-23 16:00:00,Group C,0,Slovenia,England,0.0,1.0,away_win,36893.0
2010,2010-06-23 16:00:00,Group C,0,USA,Algeria,1.0,0.0,home_win,35827.0
2010,2010-06-23 20:30:00,Group D,0,Ghana,Germany,0.0,1.0,away_win,83391.0
2010,2010-06-23 20:30:00,Group D,0,Australia,Serbia,2.0,1.0,home_win,37836.0
2010,2010-06-24 16:00:00,Group F,0,Slovakia,Italy,3.0,2.0,home_win,53412.0
2010,2010-06-24 16:00:00,Group F,0,Paraguay,New Zealand,0.0,0.0,draw,34850.0
2010,2010-06-24 20:30:00,Group E,0,Denmark,Japan,1.0,3.0,away_win,27967.0
2010,2010-06-24 20:30:00,Group E,0,Cameroon,Netherlands,1.0,2.0,away_win,63093.0
2010,2010-06-25 16:00:00,Group G,0,Portugal,Brazil,0.0,0.0,draw,62712.0
2010,2010-06-25 16:00:00,Group G,0,North Korea,C�te d'Ivoire,0.0,3.0,away_win,34763.0
2010,2010-06-25 20:30:00,Group H,0,Chile,Spain,1.0,2.0,away_win,41958.0
2010,2010-06-25 20:30:00,Group H,0,Switzerland,Honduras,0.0,0.0,draw,28042.0
2010,2010-06-26 16:00:00,Round of 16,1,Uruguay,South Korea,2.0,1.0,home_win,30597.0
2010,2010-06-26 20:30:00,Round of 16,1,USA,Ghana,1.0,2.0,away_win,34976.0
2010,2010-06-27 16:00:00,Round of 16,1,Germany,England,4.0,1.0,home_win,40510.0
2010,2010-06-27 20:30:00,Round of 16,1,Argentina,Mexico,3.0,1.0,home_win,84377.0
2010,2010-06-28 16:00:00,Round of 16,1,Netherlands,Slovakia,2.0,1.0,home_win,61962.0
2010,2010-06-28 20:30:00,Round of 16,1,Brazil,Chile,3.0,0.0,home_win,54096.0
2010,2010-06-29 16:00:00,Round of 16,1,Paraguay,Japan,0.0,0.0,draw,36742.0
2010,2010-06-29 20:30:00,Round of 16,1,Spain,Portugal,1.0,0.0,home_win,62955.0
2010,2010-07-02 16:00:00,Quarter-finals,1,Netherlands,Brazil,2.0,1.0,home_win,40186.0
2010,2010-07-02 20:30:00,Quarter-finals,1,Uruguay,Ghana,1.0,1.0,draw,84017.0
2010,2010-07-03 16:00:00,Quarter-finals,1,Argentina,Germany,0.0,4.0,away_win,64100.0
2010,2010-07-03 20:30:00,Quarter-finals,1,Paraguay,Spain,0.0,1.0,away_win,55359.0
2010,2010-07-06 20:30:00,Semi-finals,1,Uruguay,Netherlands,2.0,3.0,away_win,62479.0
2010,2010-07-07 20:30:00,Semi-finals,1,Germany,Spain,0.0,1.0,away_win,60960.0
2010,2010-07-10 20:30:00,Match for third place,1,Uruguay,Germany,2.0,3.0,away_win,36254.0
2010,2010-07-11 20:30:00,Final,1,Netherlands,Spain,0.0,1.0,away_win,84490.0
2014,2014-06-12 17:00:00,Group A,0,Brazil,Croatia,3.0,1.0,home_win,62103.0
2014,2014-06-13 13:00:00,Group A,0,Mexico,Cameroon,1.0,0.0,home_win,39216.0
2014,2014-06-13 16:00:00,Group B,0,Spain,Netherlands,1.0,5.0,away_win,48173.0
2014,2014-06-13 18:00:00,Group B,0,Chile,Australia,3.0,1.0,home_win,40275.0
2014,2014-06-14 13:00:00,Group C,0,Colombia,Greece,3.0,0.0,home_win,57174.0
2014,2014-06-14 16:00:00,Group D,0,Uruguay,Costa Rica,1.0,3.0,away_win,58679.0
2014,2014-06-14 18:00:00,Group D,0,England,Italy,1.0,2.0,away_win,39800.0
2014,2014-06-14 22:00:00,Group C,0,C�te d'Ivoire,Japan,2.0,1.0,home_win,40267.0
2014,2014-06-15 13:00:00,Group E,0,Switzerland,Ecuador,2.0,1.0,home_win,68351.0
2014,2014-06-15 16:00:00,Group E,0,France,Honduras,3.0,0.0,home_win,43012.0
2014,2014-06-15 19:00:00,Group F,0,Argentina,"rn"">Bosnia and Herzegovina",2.0,1.0,home_win,74738.0
2014,2014-06-16 13:00:00,Group G,0,Germany,Portugal,4.0,0.0,home_win,51081.0
2014,2014-06-16 16:00:00,Group F,0,Iran,Nigeria,0.0,0.0,draw,39081.0
2014,2014-06-16 19:00:00,Group G,0,Ghana,USA,1.0,2.0,away_win,39760.0
2014,2014-06-17 13:00:00,Group H,0,Belgium,Algeria,2.0,1.0,home_win,56800.0
2014,2014-06-17 16:00:00,Group A,0,Brazil,Mexico,0.0,0.0,draw,60342.0
2014,2014-06-17 18:00:00,Group H,0,Russia,South Korea,1.0,1.0,draw,37603.0
2014,2014-06-18 13:00:00,Group B,0,Australia,Netherlands,2.0,3.0,away_win,42877.0
2014,2014-06-18 16:00:00,Group B,0,Spain,Chile,0.0,2.0,away_win,74101.0
2014,2014-06-18 18:00:00,Group A,0,Cameroon,Croatia,0.0,4.0,away_win,39982.0
2014,2014-06-19 13:00:00,Group C,0,Colombia,C�te d'Ivoire,2.0,1.0,home_win,68748.0
2014,2014-06-19 16:00:00,Group D,0,Uruguay,England,2.0,1.0,home_win,62575.0
2014,2014-06-19 19:00:00,Group C,0,Japan,Greece,0.0,0.0,draw,39485.0
2014,2014-06-20 13:00:00,Group D,0,Italy,Costa Rica,0.0,1.0,away_win,40285.0
2014,2014-06-20 16:00:00,Group E,0,Switzerland,France,2.0,5.0,away_win,51003.0
2014,2014-06-20 19:00:00,Group E,0,Honduras,Ecuador,1.0,2.0,away_win,39224.0
2014,2014-06-21 13:00:00,Group F,0,Argentina,Iran,1.0,0.0,home_win,57698.0
2014,2014-06-21 16:00:00,Group G,0,Germany,Ghana,2.0,2.0,draw,59621.0
2014,2014-06-21 18:00:00,Group F,0,Nigeria,"rn"">Bosnia and Herzegovina",1.0,0.0,home_win,40499.0
2014,2014-06-22 13:00:00,Group H,0,Belgium,Russia,1.0,0.0,home_win,73819.0
2014,2014-06-22 16:00:00,Group H,0,South Korea,Algeria,2.0,4.0,away_win,42732.0
2014,2014-06-22 18:00:00,Group G,0,USA,Portugal,2.0,2.0,draw,40123.0
2014,2014-06-23 13:00:00,Group B,0,Australia,Spain,0.0,3.0,away_win,39375.0
2014,2014-06-23 13:00:00,Group B,0,Netherlands,Chile,2.0,0.0,home_win,62996.0
2014,2014-06-23 17:00:00,Group A,0,Cameroon,Brazil,1.0,4.0,away_win,69112.0
2014,2014-06-23 17:00:00,Group A,0,Croatia,Mexico,1.0,3.0,away_win,41212.0
2014,2014-06-24 13:00:00,Group D,0,Italy,Uruguay,0.0,1.0,away_win,39706.0
2014,2014-06-24 13:00:00,Group D,0,Costa Rica,England,0.0,0.0,draw,57823.0
2014,2014-06-24 16:00:00,Group C,0,Japan,Colombia,1.0,4.0,away_win,40340.0
2014,2014-06-24 17:00:00,Group C,0,Greece,C�te d'Ivoire,2.0,1.0,home_win,59095.0
2014,2014-06-25 13:00:00,Group F,0,Nigeria,Argentina,2.0,3.0,away_win,43285.0
2014,2014-06-25 13:00:00,Group F,0,"rn"">Bosnia and Herzegovina",Iran,3.0,1.0,home_win,48011.0
2014,2014-06-25 16:00:00,Group E,0,Honduras,Switzerland,0.0,3.0,away_win,40322.0
2014,2014-06-25 17:00:00,Group E,0,Ecuador,France,0.0,0.0,draw,73749.0
2014,2014-06-26 13:00:00,Group G,0,USA,Germany,0.0,1.0,away_win,41876.0
2014,2014-06-26 13:00:00,Group G,0,Portugal,Ghana,2.0,1.0,home_win,67540.0
2014,2014-06-26 17:00:00,Group H,0,South Korea,Belgium,0.0,1.0,away_win,61397.0
2014,2014-06-26 17:00:00,Group H,0,Algeria,Russia,1.0,1.0,draw,39311.0
2014,2014-06-28 13:00:00,Round of 16,1,Brazil,Chile,1.0,1.0,draw,57714.0
2014,2014-06-28 17:00:00,Round of 16,1,Colombia,Uruguay,2.0,0.0,home_win,73804.0
2014,2014-06-30 13:00:00,Round of 16,1,France,Nigeria,2.0,0.0,home_win,67882.0
2014,2014-06-30 17:00:00,Round of 16,1,Germany,Algeria,2.0,1.0,home_win,
2014,2014-07-04 17:00:00,Quarter-finals,1,Brazil,Colombia,2.0,1.0,home_win,60342.0
2014,2014-07-04 13:00:00,Quarter-finals,1,France,Germany,0.0,1.0,away_win,74240.0
2014,2014-07-08 17:00:00,Semi-finals,1,Brazil,Germany,1.0,7.0,away_win,58141.0
2014,2014-07-12 17:00:00,Play-off for third place,1,Brazil,Netherlands,0.0,3.0,away_win,68034.0
2014,2014-07-13 16:00:00,Final,1,Germany,Argentina,1.0,0.0,home_win,74738.0
2014,2014-07-09 17:00:00,Semi-finals,1,Netherlands,Argentina,0.0,0.0,draw,63267.0
2014,2014-07-05 17:00:00,Quarter-finals,1,Netherlands,Costa Rica,0.0,0.0,draw,51179.0
2014,2014-07-05 13:00:00,Quarter-finals,1,Argentina,Belgium,1.0,0.0,home_win,68551.0
2014,2014-06-29 13:00:00,Round of 16,1,Netherlands,Mexico,2.0,1.0,home_win,58817.0
2014,2014-06-29 17:00:00,Round of 16,1,Costa Rica,Greece,1.0,1.0,draw,41242.0
2014,2014-07-01 13:00:00,Round of 16,1,Argentina,Switzerland,1.0,0.0,home_win,63255.0
2014,2014-07-01 17:00:00,Round of 16,1,Belgium,USA,2.0,1.0,home_win,51227.0
2014,2014-06-28 13:00:00,Round of 16,1,Brazil,Chile,1.0,1.0,draw,57714.0
2014,2014-06-28 17:00:00,Round of 16,1,Colombia,Uruguay,2.0,0.0,home_win,73804.0
2014,2014-06-29 13:00:00,Round of 16,1,Netherlands,Mexico,2.0,1.0,home_win,58817.0
2014,2014-06-29 17:00:00,Round of 16,1,Costa Rica,Greece,1.0,1.0,draw,41242.0
2014,2014-06-30 13:00:00,Round of 16,1,France,Nigeria,2.0,0.0,home_win,67882.0
2014,2014-06-30 17:00:00,Round of 16,1,Germany,Algeria,2.0,1.0,home_win,
2014,2014-07-01 13:00:00,Round of 16,1,Argentina,Switzerland,1.0,0.0,home_win,63255.0
2014,2014-07-01 17:00:00,Round of 16,1,Belgium,USA,2.0,1.0,home_win,51227.0
2014,2014-07-04 13:00:00,Quarter-finals,1,France,Germany,0.0,1.0,away_win,74240.0
2014,2014-07-04 17:00:00,Quarter-finals,1,Brazil,Colombia,2.0,1.0,home_win,60342.0
2014,2014-07-05 13:00:00,Quarter-finals,1,Argentina,Belgium,1.0,0.0,home_win,68551.0
2014,2014-07-05 17:00:00,Quarter-finals,1,Netherlands,Costa Rica,0.0,0.0,draw,51179.0
2014,2014-07-08 17:00:00,Semi-finals,1,Brazil,Germany,1.0,7.0,away_win,58141.0
2014,2014-07-09 17:00:00,Semi-finals,1,Netherlands,Argentina,0.0,0.0,draw,63267.0
2014,2014-07-12 17:00:00,Play-off for third place,1,Brazil,Netherlands,0.0,3.0,away_win,68034.0
2014,2014-07-13 16:00:00,Final,1,Germany,Argentina,1.0,0.0,home_win,74738.0
